Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Himachal Pradesh,,,,,
Arhar/Tur,,,,,
, 2002-03,Kharif     ,62,11,0.18
, 2005-06,Kharif     ,22,6,0.27
, 2006-07,Kharif     ,24,7,0.29
, 2007-08,Kharif     ,9,3,0.33
, 2008-09,Kharif     ,5,1,0.2
, 2009-10,Kharif     ,3,1,0.33
, 2010-11,Kharif     ,3,1,0.33
, 2011-12,Kharif     ,3,1,0.33
, 2012-13,Kharif     ,2,1,0.5
, 2013-14,Kharif     ,3,1,0.33
, 2014-15,Kharif     ,3,1,0.33
, 2015-16,Kharif     ,3,1,0.33
, 2016-17,Kharif     ,3,1,0.33
, 2017-18,Kharif     ,3,1,0.33
, 2018-19,Kharif     ,3,1,0.33
, 2019-20,Kharif     ,4,2,0.5
 4.KANGRA, 1998-99,Kharif     ,351,183,0.52
, 1999-00,Kharif     ,1101,574,0.52
, 2000-01,Kharif     ,318,100,0.31
, 2001-02,Kharif     ,305,159,0.52
, 2002-03,Kharif     ,308,93,0.3
, 2005-06,Kharif     ,222,91,0.41
, 2006-07,Kharif     ,276,142,0.51
, 2007-08,Kharif     ,202,87,0.43
, 2008-09,Kharif     ,182,81,0.45
, 2009-10,Kharif     ,132,56,0.42
, 2010-11,Kharif     ,119,85,0.71
, 2011-12,Kharif     ,288,198,0.69
, 2012-13,Kharif     ,70,70,1
, 2013-14,Kharif     ,115,58,0.5
, 2014-15,Kharif     ,114,57,0.5
, 2015-16,Kharif     ,113,56,0.5
, 2016-17,Kharif     ,112,56,0.5
, 2017-18,Kharif     ,113,76,0.67
, 2018-19,Kharif     ,114,69,0.61
, 2019-20,Kharif     ,116,71,0.61
 5.KULLU, 1998-99,Kharif     ,67,17,0.25
, 1999-00,Kharif     ,101,25,0.25
, 2000-01,Kharif     ,73,11,0.15
, 2001-02,Kharif     ,27,5,0.19
, 2002-03,Kharif     ,71,4,0.06
, 2005-06,Kharif     ,87,35,0.4
, 2006-07,Kharif     ,186,79,0.42
, 2007-08,Kharif     ,176,53,0.3
, 2008-09,Kharif     ,124,39,0.31
, 2009-10,Kharif     ,121,27,0.22
, 2010-11,Kharif     ,109,75,0.69
, 2011-12,Kharif     ,108,84,0.78
, 2012-13,Kharif     ,64,34,0.53
, 2013-14,Kharif     ,106,28,0.26
, 2014-15,Kharif     ,105,28,0.27
, 2015-16,Kharif     ,103,55,0.53
, 2016-17,Kharif     ,102,27,0.26
, 2017-18,Kharif     ,103,65,0.63
, 2018-19,Kharif     ,106,68,0.64
, 2019-20,Kharif     ,108,70,0.65
 6.LAHUL AND SPITI, 2000-01,Kharif     ,45,11,0.24
, 2002-03,Kharif     ,65,16,0.25
 7.MANDI, 1998-99,Kharif     ,477,471,0.99
, 1999-00,Kharif     ,429,424,0.99
, 2000-01,Kharif     ,405,228,0.56
, 2001-02,Kharif     ,285,169,0.59
, 2002-03,Kharif     ,350,277,0.79
, 2005-06,Kharif     ,315,223,0.71
, 2006-07,Kharif     ,231,140,0.61
, 2007-08,Kharif     ,305,132,0.43
, 2008-09,Kharif     ,265,115,0.43
, 2009-10,Kharif     ,242,92,0.38
, 2010-11,Kharif     ,218,128,0.59
, 2011-12,Kharif     ,317,197,0.62
, 2012-13,Kharif     ,998,114,0.11
, 2013-14,Kharif     ,211,94,0.45
, 2014-15,Kharif     ,209,93,0.44
, 2015-16,Kharif     ,207,99,0.48
, 2016-17,Kharif     ,205,91,0.44
, 2017-18,Kharif     ,207,135,0.65
, 2018-19,Kharif     ,210,123,0.59
, 2019-20,Kharif     ,208,121,0.58
 8.SHIMLA, 1998-99,Kharif     ,658,234,0.36
, 1999-00,Kharif     ,734,289,0.39
, 2000-01,Kharif     ,691,163,0.24
, 2001-02,Kharif     ,716,274,0.38
, 2002-03,Kharif     ,697,32,0.05
, 2005-06,Kharif     ,667,237,0.36
, 2006-07,Kharif     ,677,411,0.61
, 2007-08,Kharif     ,630,273,0.43
, 2008-09,Kharif     ,665,278,0.42
, 2009-10,Kharif     ,627,180,0.29
, 2010-11,Kharif     ,564,209,0.37
, 2011-12,Kharif     ,561,189,0.34
, 2012-13,Kharif     ,332,223,0.67
, 2013-14,Kharif     ,547,184,0.34
, 2014-15,Kharif     ,341,182,0.53
, 2015-16,Kharif     ,436,195,0.45
, 2016-17,Kharif     ,530,179,0.34
, 2017-18,Kharif     ,436,251,0.58
, 2018-19,Kharif     ,446,272,0.61
, 2019-20,Kharif     ,440,273,0.62
 9.SIRMAUR, 1998-99,Kharif     ,437,205,0.47
, 1999-00,Kharif     ,360,137,0.38
, 2000-01,Kharif     ,379,89,0.23
, 2001-02,Kharif     ,335,114,0.34
, 2002-03,Kharif     ,316,15,0.05
, 2005-06,Kharif     ,249,82,0.33
, 2006-07,Kharif     ,347,285,0.82
, 2007-08,Kharif     ,284,256,0.9
, 2008-09,Kharif     ,290,199,0.69
, 2009-10,Kharif     ,209,141,0.67
, 2010-11,Kharif     ,188,165,0.88
, 2011-12,Kharif     ,187,148,0.79
, 2012-13,Kharif     ,110,175,1.59
, 2013-14,Kharif     ,182,144,0.79
, 2014-15,Kharif     ,181,143,0.79
, 2015-16,Kharif     ,179,141,0.79
, 2016-17,Kharif     ,177,140,0.79
, 2017-18,Kharif     ,179,139,0.78
, 2018-19,Kharif     ,182,118,0.65
, 2019-20,Kharif     ,180,117,0.65
 10.SOLAN, 1998-99,Kharif     ,499,130,0.26
, 1999-00,Kharif     ,448,117,0.26
, 2000-01,Kharif     ,426,78,0.18
, 2001-02,Kharif     ,356,80,0.22
, 2002-03,Kharif     ,335,44,0.13
, 2005-06,Kharif     ,387,79,0.2
, 2006-07,Kharif     ,384,127,0.33
, 2007-08,Kharif     ,419,154,0.37
, 2008-09,Kharif     ,311,47,0.15
, 2009-10,Kharif     ,308,19,0.06
, 2010-11,Kharif     ,277,170,0.61
, 2011-12,Kharif     ,276,20,0.07
, 2012-13,Kharif     ,143,23,0.16
, 2013-14,Kharif     ,269,19,0.07
, 2014-15,Kharif     ,206,19,0.09
, 2015-16,Kharif     ,263,85,0.32
, 2016-17,Kharif     ,260,19,0.07
, 2017-18,Kharif     ,263,128,0.49
, 2018-19,Kharif     ,262,151,0.58
, 2019-20,Kharif     ,265,164,0.62
 11.UNA, 1998-99,Kharif     ,57,20,0.35
, 1999-00,Kharif     ,25,9,0.36
, 2000-01,Kharif     ,43,9,0.21
, 2001-02,Kharif     ,47,15,0.32
, 2002-03,Kharif     ,25,6,0.24
, 2005-06,Kharif     ,58,21,0.36
, 2006-07,Kharif     ,53,14,0.26
, 2007-08,Kharif     ,57,15,0.26
, 2008-09,Kharif     ,42,10,0.24
, 2009-10,Kharif     ,22,5,0.23
, 2010-11,Kharif     ,20,11,0.55
, 2011-12,Kharif     ,20,5,0.25
, 2012-13,Kharif     ,11,6,0.55
, 2013-14,Kharif     ,19,5,0.26
, 2014-15,Kharif     ,19,5,0.26
, 2015-16,Kharif     ,19,5,0.26
, 2016-17,Kharif     ,19,5,0.26
, 2017-18,Kharif     ,19,9,0.47
, 2018-19,Kharif     ,19,9,0.47
, 2019-20,Kharif     ,21,13,0.62
Total - Horse-gram,,,42906,18508,0.43
Jowar,,,,,
 1.BILASPUR, 2000-01,Kharif     ,4,0,0.03
 2.CHAMBA, 2000-01,Kharif     ,1,0,0.1
 3.KANGRA, 2000-01,Kharif     ,282,89,0.32
Total - Jowar,,,287,89,0.31
Maize,,,,,
 1.BILASPUR, 1998-99,Kharif     ,24483,42167,1.72
, 1999-00,Kharif     ,26518,51755,1.95
, 2000-01,Kharif     ,26571,58992,2.22
, 2001-02,Kharif     ,26169,68662,2.62
, 2002-03,Kharif     ,26739,38768,1.45
, 2003-04,Kharif     ,25190,53011,2.1
, 2004-05,Kharif     ,25650,50774,1.98
, 2005-06,Kharif     ,25156,37900,1.51
, 2006-07,Kharif     ,27283,56937,2.09
, 2007-08,Kharif     ,30985,70920,2.29
, 2008-09,Kharif     ,26315,50879,1.93
, 2009-10,Kharif     ,25329,50193,1.98
, 2010-11,Kharif     ,24584,65768,2.68
, 2011-12,Kharif     ,24460,63012,2.58
, 2012-13,Kharif     ,24087,57280,2.38
, 2013-14,Kharif     ,25508,56217,2.2
, 2014-15,Kharif     ,25241,47684,1.89
, 2015-16,Kharif     ,24509,67071,2.74
, 2016-17,Kharif     ,23094,45764,1.98
, 2017-18,Kharif     ,24509,69071,2.82
, 2018-19,Kharif     ,24509,49008,2
, 2019-20,Kharif     ,24610,54634,2.22
 2.CHAMBA, 1998-99,Kharif     ,29161,75026,2.57
, 1999-00,Kharif     ,25307,58717,2.32
, 2000-01,Kharif     ,24583,61721,2.51
, 2001-02,Kharif     ,27875,82352,2.95
, 2002-03,Kharif     ,28665,56269,1.96
, 2003-04,Kharif     ,28395,86355,3.04
, 2004-05,Kharif     ,28041,72559,2.59
, 2005-06,Kharif     ,28263,34704,1.23
, 2006-07,Kharif     ,29233,74772,2.56
, 2007-08,Kharif     ,28418,49694,1.75
, 2008-09,Kharif     ,28389,73987,2.61
, 2009-10,Kharif     ,27644,73853,2.67
, 2010-11,Kharif     ,26831,96769,3.61
, 2011-12,Kharif     ,26695,92715,3.47
, 2012-13,Kharif     ,26289,84280,3.21
, 2013-14,Kharif     ,27839,82714,2.97
, 2014-15,Kharif     ,27549,70161,2.55
, 2015-16,Kharif     ,26750,98688,3.69
, 2016-17,Kharif     ,25205,67337,2.67
, 2017-18,Kharif     ,26750,98789,3.69
, 2018-19,Kharif     ,26648,71150,2.67
, 2019-20,Kharif     ,26758,68768,2.57
 3.HAMIRPUR, 1998-99,Kharif     ,32556,58770,1.81
, 1999-00,Kharif     ,32036,59482,1.86
, 2000-01,Kharif     ,30834,63176,2.05
, 2001-02,Kharif     ,32328,72840,2.25
, 2002-03,Kharif     ,30151,46147,1.53
, 2003-04,Kharif     ,32279,60798,1.88
, 2004-05,Kharif     ,32194,63705,1.98
, 2005-06,Kharif     ,31716,51414,1.62
, 2006-07,Kharif     ,32333,66668,2.06
, 2007-08,Kharif     ,32043,63774,1.99
, 2008-09,Kharif     ,31704,58220,1.84
, 2009-10,Kharif     ,30406,58246,1.92
, 2010-11,Kharif     ,29512,76320,2.59
, 2011-12,Kharif     ,29363,73121,2.49
, 2012-13,Kharif     ,28916,66469,2.3
, 2013-14,Kharif     ,30621,65238,2.13
, 2014-15,Kharif     ,30302,55334,1.83
, 2015-16,Kharif     ,29422,77833,2.65
, 2016-17,Kharif     ,27723,53107,1.92
, 2017-18,Kharif     ,29422,77868,2.65
, 2018-19,Kharif     ,33111,87744,2.65
, 2019-20,Kharif     ,33223,88041,2.65
 4.KANGRA, 1998-99,Kharif     ,55802,87901,1.58
, 1999-00,Kharif     ,58951,100764,1.71
, 2000-01,Kharif     ,57804,106317,1.84
, 2001-02,Kharif     ,58585,13217,0.23
, 2002-03,Kharif     ,58685,68040,1.16
, 2003-04,Kharif     ,58192,95436,1.64
, 2004-05,Kharif     ,58050,90940,1.57
, 2005-06,Kharif     ,57978,80058,1.38
, 2006-07,Kharif     ,56819,91439,1.61
, 2007-08,Kharif     ,58146,109781,1.89
, 2008-09,Kharif     ,58455,107230,1.83
, 2009-10,Kharif     ,58502,93859,1.6
, 2010-11,Kharif     ,56781,122984,2.17
, 2011-12,Kharif     ,56495,117831,2.09
, 2012-13,Kharif     ,55634,107110,1.93
, 2013-14,Kharif     ,58914,105122,1.78
, 2014-15,Kharif     ,58301,89166,1.53
, 2015-16,Kharif     ,56610,125422,2.22
, 2016-17,Kharif     ,53340,85578,1.6
, 2017-18,Kharif     ,56610,125815,2.22
, 2018-19,Kharif     ,56440,123297,2.18
, 2019-20,Kharif     ,56445,136597,2.42
 5.KINNAUR, 1998-99,Kharif     ,295,649,2.2
, 1999-00,Kharif     ,404,918,2.27
, 2000-01,Kharif     ,383,878,2.29
, 2001-02,Kharif     ,387,987,2.55
, 2002-03,Kharif     ,338,545,1.61
, 2003-04,Kharif     ,428,1046,2.44
, 2004-05,Kharif     ,264,562,2.13
, 2005-06,Kharif     ,321,590,1.84
, 2006-07,Kharif     ,291,677,2.33
, 2007-08,Kharif     ,240,546,2.28
, 2008-09,Kharif     ,247,561,2.27
, 2009-10,Kharif     ,201,476,2.37
, 2010-11,Kharif     ,195,624,3.2
, 2011-12,Kharif     ,194,598,3.08
, 2012-13,Kharif     ,191,544,2.85
, 2013-14,Kharif     ,201,533,2.65
, 2014-15,Kharif     ,200,453,2.27
, 2015-16,Kharif     ,194,637,3.28
, 2016-17,Kharif     ,183,434,2.37
, 2017-18,Kharif     ,194,637,3.28
, 2018-19,Kharif     ,83,212,2.55
, 2019-20,Kharif     ,85,217,2.55
 6.KULLU, 1998-99,Kharif     ,15602,35249,2.26
, 1999-00,Kharif     ,14809,42643,2.88
, 2000-01,Kharif     ,16669,53213,3.19
, 2001-02,Kharif     ,16738,54370,3.25
, 2002-03,Kharif     ,16862,16260,0.96
, 2003-04,Kharif     ,17409,49401,2.84
, 2004-05,Kharif     ,16516,39319,2.38
, 2005-06,Kharif     ,16369,42962,2.62
, 2006-07,Kharif     ,16352,48065,2.94
, 2007-08,Kharif     ,16356,49765,3.04
, 2008-09,Kharif     ,16683,44965,2.7
, 2009-10,Kharif     ,15565,44238,2.84
, 2010-11,Kharif     ,15107,57965,3.84
, 2011-12,Kharif     ,15031,55536,3.69
, 2012-13,Kharif     ,14802,50484,3.41
, 2013-14,Kharif     ,15600,49507,3.17
, 2014-15,Kharif     ,15512,42026,2.71
, 2015-16,Kharif     ,15061,59115,3.93
, 2016-17,Kharif     ,14192,40335,2.84
, 2017-18,Kharif     ,15061,59115,3.93
, 2018-19,Kharif     ,16058,44321,2.76
, 2019-20,Kharif     ,16100,42826,2.66
 7.LAHUL AND SPITI, 1998-99,Kharif     ,35,77,2.2
, 1999-00,Kharif     ,34,77,2.26
, 2000-01,Kharif     ,38,87,2.29
, 2001-02,Kharif     ,42,107,2.55
, 2002-03,Kharif     ,49,79,1.61
, 2003-04,Kharif     ,62,152,2.45
, 2004-05,Kharif     ,64,136,2.13
, 2005-06,Kharif     ,85,156,1.84
, 2006-07,Kharif     ,46,107,2.33
, 2007-08,Kharif     ,34,77,2.26
, 2008-09,Kharif     ,22,50,2.27
, 2009-10,Kharif     ,21,41,1.95
, 2010-11,Kharif     ,21,54,2.57
, 2011-12,Kharif     ,20,51,2.55
, 2012-13,Kharif     ,20,47,2.35
, 2013-14,Kharif     ,20,48,2.4
, 2014-15,Kharif     ,21,39,1.86
, 2015-16,Kharif     ,21,55,2.62
, 2016-17,Kharif     ,20,37,1.85
, 2017-18,Kharif     ,21,58,2.76
, 2018-19,Kharif     ,23,63,2.74
, 2019-20,Kharif     ,25,69,2.76
 8.MANDI, 1998-99,Kharif     ,48633,135506,2.79
, 1999-00,Kharif     ,47118,137251,2.91
, 2000-01,Kharif     ,48487,135122,2.79
, 2001-02,Kharif     ,48758,151635,3.11
, 2002-03,Kharif     ,48681,101153,2.08
, 2003-04,Kharif     ,46668,155524,3.33
, 2004-05,Kharif     ,46517,131179,2.82
, 2005-06,Kharif     ,47095,114692,2.44
, 2006-07,Kharif     ,47977,145093,3.02
, 2007-08,Kharif     ,45610,125909,2.76
, 2008-09,Kharif     ,48346,134051,2.77
, 2009-10,Kharif     ,48145,12498,0.26
, 2010-11,Kharif     ,46729,16376,0.35
, 2011-12,Kharif     ,46493,15690,0.34
, 2012-13,Kharif     ,45785,14262,0.31
, 2013-14,Kharif     ,48415,13998,0.29
, 2014-15,Kharif     ,47980,11873,0.25
, 2015-16,Kharif     ,46587,16701,0.36
, 2016-17,Kharif     ,43897,11395,0.26
, 2017-18,Kharif     ,46587,16701,0.36
, 2018-19,Kharif     ,50222,126568,2.52
, 2019-20,Kharif     ,50290,128742,2.56
 9.SHIMLA, 1998-99,Kharif     ,17284,38356,2.22
, 1999-00,Kharif     ,16685,38442,2.3
, 2000-01,Kharif     ,16017,32736,2.04
, 2001-02,Kharif     ,15224,40408,2.65
, 2002-03,Kharif     ,13642,20495,1.5
, 2003-04,Kharif     ,14844,43322,2.92
, 2004-05,Kharif     ,13896,33612,2.42
, 2005-06,Kharif     ,13055,32415,2.48
, 2006-07,Kharif     ,12925,24010,1.86
, 2007-08,Kharif     ,12628,23101,1.83
, 2008-09,Kharif     ,11468,24821,2.16
, 2009-10,Kharif     ,10537,23896,2.27
, 2010-11,Kharif     ,10227,31311,3.06
, 2011-12,Kharif     ,10175,29999,2.95
, 2012-13,Kharif     ,10020,27269,2.72
, 2013-14,Kharif     ,10609,26891,2.53
, 2014-15,Kharif     ,10501,22701,2.16
, 2015-16,Kharif     ,10196,31930,3.13
, 2016-17,Kharif     ,9607,21787,2.27
, 2017-18,Kharif     ,10196,31930,3.13
, 2018-19,Kharif     ,8660,22949,2.65
, 2019-20,Kharif     ,8701,23058,2.65
 10.SIRMAUR, 1998-99,Kharif     ,25084,71940,2.87
, 1999-00,Kharif     ,24337,77137,3.17
, 2000-01,Kharif     ,24026,69547,2.89
, 2001-02,Kharif     ,23398,69392,2.97
, 2002-03,Kharif     ,23062,53665,2.33
, 2003-04,Kharif     ,22563,65866,2.92
, 2004-05,Kharif     ,23610,48402,2.05
, 2005-06,Kharif     ,22864,61279,2.68
, 2006-07,Kharif     ,22589,73644,3.26
, 2007-08,Kharif     ,22136,63196,2.85
, 2008-09,Kharif     ,22188,60676,2.73
, 2009-10,Kharif     ,21512,51481,2.39
, 2010-11,Kharif     ,20879,67455,3.23
, 2011-12,Kharif     ,20774,64630,3.11
, 2012-13,Kharif     ,20457,58750,2.87
, 2013-14,Kharif     ,21616,57770,2.67
, 2014-15,Kharif     ,21439,48907,2.28
, 2015-16,Kharif     ,20816,68794,3.3
, 2016-17,Kharif     ,17614,46939,2.66
, 2017-18,Kharif     ,20816,68794,3.3
, 2018-19,Kharif     ,18818,54455,2.89
, 2019-20,Kharif     ,18890,55159,2.92
 11.SOLAN, 1998-99,Kharif     ,23957,64057,2.67
, 1999-00,Kharif     ,24189,52319,2.16
, 2000-01,Kharif     ,24421,49620,2.03
, 2001-02,Kharif     ,24406,57521,2.36
, 2002-03,Kharif     ,23778,38634,1.62
, 2003-04,Kharif     ,22499,46603,2.07
, 2004-05,Kharif     ,22852,40291,1.76
, 2005-06,Kharif     ,21777,36402,1.67
, 2006-07,Kharif     ,22361,48440,2.17
, 2007-08,Kharif     ,22615,53474,2.36
, 2008-09,Kharif     ,22733,54760,2.41
, 2009-10,Kharif     ,21628,54835,2.54
, 2010-11,Kharif     ,20992,18628,0.89
, 2011-12,Kharif     ,20886,15886,0.76
, 2012-13,Kharif     ,20568,62575,3.04
, 2013-14,Kharif     ,21701,61641,2.84
, 2014-15,Kharif     ,21554,52093,2.42
, 2015-16,Kharif     ,20929,73274,3.5
, 2016-17,Kharif     ,19720,49997,2.54
, 2017-18,Kharif     ,20929,73279,3.5
, 2018-19,Kharif     ,20929,59230,2.83
, 2019-20,Kharif     ,21008,59453,2.83
 12.UNA, 1998-99,Kharif     ,28084,52574,1.87
, 1999-00,Kharif     ,29518,61919,2.1
, 2000-01,Kharif     ,28219,52233,1.85
, 2001-02,Kharif     ,27372,56737,2.07
, 2002-03,Kharif     ,29149,43278,1.48
, 2003-04,Kharif     ,29938,72057,2.41
, 2004-05,Kharif     ,30233,64815,2.14
, 2005-06,Kharif     ,30672,50489,1.65
, 2006-07,Kharif     ,30828,65524,2.13
, 2007-08,Kharif     ,30939,72378,2.34
, 2008-09,Kharif     ,31168,66444,2.13
, 2009-10,Kharif     ,30709,66608,2.17
, 2010-11,Kharif     ,29806,87276,2.93
, 2011-12,Kharif     ,39655,83632,2.11
, 2012-13,Kharif     ,29204,76012,2.6
, 2013-14,Kharif     ,30916,74601,2.41
, 2014-15,Kharif     ,30604,63278,2.07
, 2015-16,Kharif     ,29716,89007,3
, 2016-17,Kharif     ,28000,60731,2.17
, 2017-18,Kharif     ,29716,89057,3
, 2018-19,Kharif     ,31279,86556,2.77
, 2019-20,Kharif     ,31309,87039,2.78
Total - Maize,,,6406309,14003230,2.19
Masoor,,,,,
 1.BILASPUR, 1999-00,Kharif     ,10,3,0.3
, 2000-01,Kharif     ,5,1,0.2
, 2001-02,Kharif     ,4,1,0.25
, 2002-03,Kharif     ,17,5,0.29
, 2007-08,Kharif     ,3,2,0.67
 2.CHAMBA, 1999-00,Kharif     ,16,4,0.25
, 2000-01,Kharif     ,42,11,0.26
, 2001-02,Kharif     ,36,12,0.33
, 2002-03,Kharif     ,14,3,0.21
, 2007-08,Kharif     ,10,6,0.6
 3.HAMIRPUR, 1999-00,Kharif     ,19,5,0.26
, 2000-01,Kharif     ,5,1,0.2
, 2001-02,Kharif     ,7,2,0.29
, 2002-03,Kharif     ,5,2,0.4
, 2007-08,Kharif     ,2,2,1
 4.KANGRA, 1999-00,Kharif     ,161,42,0.26
, 2000-01,Kharif     ,142,28,0.2
, 2001-02,Kharif     ,99,33,0.33
, 2002-03,Kharif     ,133,29,0.22
, 2007-08,Kharif     ,106,82,0.77
 5.KINNAUR, 2000-01,Kharif     ,5,7,1.4
, 2001-02,Kharif     ,2,3,1.5
, 2002-03,Kharif     ,1,1,1
 6.KULLU, 1999-00,Kharif     ,48,13,0.27
, 2000-01,Kharif     ,100,20,0.2
, 2001-02,Kharif     ,71,16,0.23
, 2002-03,Kharif     ,95,15,0.16
, 2007-08,Kharif     ,113,82,0.73
 7.LAHUL AND SPITI, 1999-00,Kharif     ,1,0,0
, 2001-02,Kharif     ,4,1,0.25
 8.MANDI, 1999-00,Kharif     ,154,41,0.27
, 2000-01,Kharif     ,165,32,0.19
, 2001-02,Kharif     ,167,33,0.2
, 2002-03,Kharif     ,138,41,0.3
, 2007-08,Kharif     ,93,32,0.34
 9.SHIMLA, 1999-00,Kharif     ,117,35,0.3
, 2000-01,Kharif     ,75,15,0.2
, 2001-02,Kharif     ,86,27,0.31
, 2002-03,Kharif     ,92,120,1.3
, 2007-08,Kharif     ,49,45,0.92
 10.SIRMAUR, 1999-00,Kharif     ,476,225,0.47
, 2000-01,Kharif     ,431,143,0.33
, 2001-02,Kharif     ,249,125,0.5
, 2002-03,Kharif     ,345,120,0.35
, 2007-08,Kharif     ,204,81,0.4
 11.SOLAN, 1999-00,Kharif     ,48,63,1.31
, 2000-01,Kharif     ,15,14,0.93
, 2001-02,Kharif     ,16,18,1.13
, 2002-03,Kharif     ,13,11,0.85
, 2007-08,Kharif     ,7,3,0.43
 12.UNA, 1999-00,Kharif     ,11,9,0.82
, 2000-01,Kharif     ,8,4,0.5
, 2001-02,Kharif     ,10,7,0.7
, 2002-03,Kharif     ,19,12,0.63
, 2007-08,Kharif     ,20,17,0.85
Total - Masoor,,,4284,1705,0.4
Moong(Green Gram),,,,,
 1.BILASPUR, 1999-00,Kharif     ,2,0,0
, 2000-01,Kharif     ,27,6,0.22
, 2001-02,Kharif     ,2,1,0.5
, 2002-03,Kharif     ,6,,0
, 2005-06,Kharif     ,48,26,0.54
, 2006-07,Kharif     ,7,4,0.57
, 2007-08,Kharif     ,32,16,0.5
, 2008-09,Kharif     ,10,1,0.1
, 2009-10,Kharif     ,21,4,0.19
, 2010-11,Kharif     ,45,22,0.49
, 2011-12,Kharif     ,16,12,0.75
, 2012-13,Kharif     ,28,5,0.18
, 2013-14,Kharif     ,27,14,0.52
, 2014-15,Kharif     ,26,13,0.5
, 2015-16,Kharif     ,12,6,0.5
, 2016-17,Kharif     ,7,1,0.14
, 2017-18,Kharif     ,12,9,0.75
, 2018-19,Kharif     ,13,9,0.69
, 2019-20,Kharif     ,15,12,0.8
 2.CHAMBA, 1998-99,Kharif     ,4,1,0.25
, 1999-00,Kharif     ,147,63,0.43
, 2000-01,Kharif     ,134,38,0.28
, 2001-02,Kharif     ,4,2,0.5
, 2002-03,Kharif     ,134,48,0.36
, 2005-06,Kharif     ,20,4,0.2
, 2006-07,Kharif     ,24,12,0.5
, 2007-08,Kharif     ,42,21,0.5
, 2008-09,Kharif     ,26,10,0.38
, 2009-10,Kharif     ,54,24,0.44
, 2010-11,Kharif     ,95,35,0.37
, 2011-12,Kharif     ,97,42,0.43
, 2012-13,Kharif     ,63,30,0.48
, 2013-14,Kharif     ,57,29,0.51
, 2014-15,Kharif     ,48,25,0.52
, 2015-16,Kharif     ,37,17,0.46
, 2016-17,Kharif     ,17,6,0.35
, 2017-18,Kharif     ,37,22,0.59
, 2018-19,Kharif     ,27,19,0.7
, 2019-20,Kharif     ,28,23,0.82
 3.HAMIRPUR, 2006-07,Kharif     ,4,2,0.5
 4.KANGRA, 2002-03,Kharif     ,127,30,0.24
, 2005-06,Kharif     ,13,5,0.38
, 2006-07,Kharif     ,3,1,0.33
, 2007-08,Kharif     ,6,3,0.5
, 2019-20,Kharif     ,5,2,0.49
 5.KULLU, 1998-99,Kharif     ,18,5,0.28
, 1999-00,Kharif     ,10,0,0
, 2000-01,Kharif     ,24,7,0.29
, 2001-02,Kharif     ,28,11,0.39
, 2002-03,Kharif     ,97,28,0.29
, 2005-06,Kharif     ,131,53,0.4
, 2006-07,Kharif     ,136,47,0.35
, 2007-08,Kharif     ,132,53,0.4
, 2008-09,Kharif     ,6,2,0.33
, 2009-10,Kharif     ,9,4,0.44
, 2010-11,Kharif     ,7,5,0.71
, 2011-12,Kharif     ,9,1,0.11
, 2012-13,Kharif     ,12,5,0.42
, 2013-14,Kharif     ,23,11,0.48
, 2014-15,Kharif     ,23,12,0.52
, 2015-16,Kharif     ,17,8,0.47
, 2016-17,Kharif     ,3,1,0.33
, 2017-18,Kharif     ,17,13,0.76
, 2018-19,Kharif     ,16,12,0.75
, 2019-20,Kharif     ,15,12,0.8
 6.MANDI, 1998-99,Kharif     ,6,3,0.5
, 1999-00,Kharif     ,15,6,0.4
, 2000-01,Kharif     ,7,2,0.29
, 2001-02,Kharif     ,51,14,0.27
, 2002-03,Kharif     ,7,3,0.43
, 2005-06,Kharif     ,31,22,0.71
, 2006-07,Kharif     ,6,3,0.5
, 2007-08,Kharif     ,11,5,0.45
, 2008-09,Kharif     ,21,10,0.48
, 2009-10,Kharif     ,45,24,0.53
, 2010-11,Kharif     ,90,50,0.56
, 2011-12,Kharif     ,35,16,0.46
, 2012-13,Kharif     ,58,29,0.5
, 2013-14,Kharif     ,34,18,0.53
, 2014-15,Kharif     ,24,17,0.71
, 2015-16,Kharif     ,34,18,0.53
, 2016-17,Kharif     ,14,6,0.43
, 2017-18,Kharif     ,34,26,0.76
, 2018-19,Kharif     ,22,16,0.73
, 2019-20,Kharif     ,21,16,0.76
 7.SHIMLA, 1999-00,Kharif     ,13,5,0.38
, 2000-01,Kharif     ,3,1,0.33
, 2001-02,Kharif     ,2,1,0.5
, 2005-06,Kharif     ,118,42,0.36
, 2006-07,Kharif     ,265,130,0.49
, 2007-08,Kharif     ,455,223,0.49
, 2008-09,Kharif     ,31,16,0.52
, 2009-10,Kharif     ,63,36,0.57
, 2010-11,Kharif     ,105,52,0.5
, 2011-12,Kharif     ,59,39,0.66
, 2012-13,Kharif     ,79,47,0.59
, 2013-14,Kharif     ,79,33,0.42
, 2014-15,Kharif     ,39,21,0.54
, 2015-16,Kharif     ,16,8,0.5
, 2016-17,Kharif     ,20,8,0.4
, 2017-18,Kharif     ,16,12,0.75
, 2018-19,Kharif     ,17,12,0.71
, 2019-20,Kharif     ,18,13,0.72
 8.SIRMAUR, 1999-00,Kharif     ,148,63,0.43
, 2000-01,Kharif     ,6,2,0.33
, 2005-06,Kharif     ,3,1,0.33
 9.SOLAN, 1999-00,Kharif     ,2,0,0
, 2000-01,Kharif     ,1,1,1
, 2001-02,Kharif     ,1,1,1
